"gene_symbol","direction","module","retained"
"EEF2K","up","11",FALSE
"NXT2","up","11",FALSE
"LCP1","up","2",FALSE
"TREM2","up","4",FALSE
"LUZP2","up","14",FALSE
"PLCXD3","up","1",FALSE
"KLF6","up","14",FALSE
"CLIC6","up","3",FALSE
"RHOBTB2","up","3",FALSE
"APCDD1","up","1",FALSE
"SIDT1","up","2",FALSE
"TGFB1I1","up","1",FALSE
"P2RY10","up","2",FALSE
"CCND3","up","9",FALSE
"FHL3","up","1",FALSE
"PLP2","up","3",FALSE
"IKBKE","up","4",FALSE
"PRR5L","up","7",FALSE
"EFEMP2","up","1",FALSE
"EIF2AK3","up","11",FALSE
"ADAM12","up","1",FALSE
"ARID3C","up","6",FALSE
"POLR1F","up","8",FALSE
"LRFN4","up","3",FALSE
"CASP3","up","10",FALSE
"GRAMD1A","up","3",FALSE
"MCM3","up","4",FALSE
"LOC101094897","up","1",FALSE
"GFOD2","up","3",FALSE
"CREM","up","8",FALSE
"GDPD3","up","9",FALSE
"LRRIQ1","up","16",FALSE
"PLSCR3","up","3",FALSE
"LOC109501218","up","3",FALSE
"ABCA9","up","11",FALSE
"KCNAB2","up","2",FALSE
"CHRNB2","up","18",FALSE
"IRF9","up","4",FALSE
"STAC3","up","5",FALSE
"MCP-1","up","12",FALSE
"DSCC1","up","1",FALSE
"MKI67","up","7",FALSE
"PARP8","up","4",FALSE
"LMLN","up","11",FALSE
"TMEM156","up","4",FALSE
"CAD","up","5",FALSE
"UBE2C","up","7",FALSE
"KRT18","up","5",FALSE
"POU2AF1","up","2",FALSE
"CYP1B1","up","9",FALSE
"CLIC3","up","6",FALSE
"PLEKHN1","up","3",FALSE
"CANT1","up","5",FALSE
"ADAMTS3","up","1",FALSE
"EMP2","up","3",FALSE
"STK10","up","4",FALSE
"RBBP8","up","16",FALSE
"PRR29","up","5",FALSE
"ADAM8","up","4",FALSE
"MCTP2","up","1",FALSE
"TIMP3","up","9",FALSE
"ITK","up","2",FALSE
"CCND2","up","3",FALSE
"VAMP1","up","2",FALSE
"DHX37","up","3",FALSE
"CSGALNACT2","up","11",FALSE
"HKDC1","up","5",FALSE
"DHX58","up","17",FALSE
"TMEM150B","up","4",FALSE
"PRAM1","up","4",FALSE
"NPC1","up","11",FALSE
"PPM1M","up","6",FALSE
"ARID5A","up","6",FALSE
"ASNS","up","3",FALSE
"EPSTI1","up","17",FALSE
"CD58","up","9",FALSE
"TIFA","up","1",FALSE
"GPR153","up","1",FALSE
"NLRC5","up","2",FALSE
"SELL","up","2",FALSE
"CLMP","up","1",FALSE
"LAMA2","up","14",FALSE
"MCM6","up","7",FALSE
"GLI1","up","4",FALSE
"SRM","up","6",FALSE
"INPP5A","up","3",FALSE
"ISLR2","up","6",FALSE
"PYCR1","up","3",FALSE
"YBX3","up","8",FALSE
"RHBDF1","up","3",FALSE
"GALNT7","up","14",FALSE
"DONSON","up","10",FALSE
"SLC38A4","up","9",FALSE
"CTLA4","up","3",FALSE
"NCAPG","up","7",FALSE
"ADAMTS9","up","16",FALSE
"CPNE2","up","3",FALSE
"IL22RA1","up","5",FALSE
"SELPLG","up","4",FALSE
"ADAM9","up","14",FALSE
"NEXN","up","1",FALSE
"AFAP1","up","1",FALSE
"MRPL33","up","9",FALSE
"AEBP1","up","1",FALSE
"LY9","up","2",FALSE
"NOP56","up","6",FALSE
"FAM83D","up","7",FALSE
"TRMT6","up","8",FALSE
"COL1A2","up","1",FALSE
"RIMS2","up","16",FALSE
"CD244","up","3",FALSE
"TGFB3","up","1",FALSE
"PRICKLE3","up","3",FALSE
"CXCR6","up","2",FALSE
"SCN5A","up","3",FALSE
"ITGA5","up","1",FALSE
"CAVIN1","up","1",FALSE
"LTC4S","up","3",FALSE
"TNFRSF21","up","8",FALSE
"PID1","up","1",FALSE
"LOC101100942","up","1",FALSE
"LOC109493140","up","2",FALSE
"LOC101081158","up","11",FALSE
"ATG2A","up","3",FALSE
"CYP21A2","up","1",FALSE
"KLRG2","up","6",FALSE
"ATP2C2","up","7",FALSE
"LOC101080845","up","6",FALSE
"MYH9","up","1",FALSE
"DDX58","up","17",FALSE
"HSPG2","up","3",FALSE
"SOCS6","up","16",FALSE
"NGEF","up","5",FALSE
"PI15","up","11",FALSE
"GFI1","up","2",FALSE
"RAB27A","up","11",FALSE
"RCSD1","up","1",FALSE
"TMEM151A","up","4",FALSE
"ITPR3","up","5",FALSE
"GPR39","up","5",FALSE
"CCDC149","up","3",FALSE
"RUNX3","up","2",FALSE
"SOD3","up","5",FALSE
"GMPR2","up","15",FALSE
"RIMS3","up","2",FALSE
"MAPKAPK3","up","6",FALSE
"CRACDL","up","3",FALSE
"NMD3","up","14",FALSE
"SH3BP1","up","4",FALSE
"ALAS1","up","8",FALSE
"RAP2B","up","4",FALSE
"ECT2","up","7",FALSE
"COL17A1","up","7",FALSE
"P4HA2","up","5",FALSE
"DENND2A","up","1",FALSE
"USP18","up","17",FALSE
"EMP3","up","4",FALSE
"ERO1A","up","13",FALSE
"LHX4","up","12",FALSE
"SIT1","up","2",FALSE
"SMOC1","up","4",FALSE
"ITGB4","up","7",FALSE
"TROAP","up","7",FALSE
"TLE1","up","3",FALSE
"LOC101090518","up","2",FALSE
"IFRD1","up","10",FALSE
"SLC5A5","up","5",FALSE
"PKMYT1","up","7",FALSE
"NUMBL","up","1",FALSE
"PIM3","up","12",FALSE
"QSOX2","up","12",FALSE
"LGALS1","up","3",FALSE
"CDT1","up","7",FALSE
"PTRH1","up","15",FALSE
"PDLIM7","up","3",FALSE
"DLGAP5","up","7",FALSE
"SIDT2","up","4",FALSE
"LAPTM5","up","4",FALSE
"CCNL2","up","3",FALSE
"RGS2","up","13",FALSE
"MID1","up","14",FALSE
"TAGLN","up","1",FALSE
"ARC","up","12",FALSE
"MIS18BP1","up","2",FALSE
"CILP2","up","3",FALSE
"LTB4R","up","3",FALSE
"KRT19","up","7",FALSE
"XYLT1","up","4",FALSE
"DAPK3","up","15",FALSE
"OAS1","up","17",FALSE
"TGIF1","up","5",FALSE
"FLII","up","6",FALSE
"FCER1G","up","4",FALSE
"GCSAM","up","2",FALSE
"GALNT3","up","16",FALSE
"RGMA","up","1",FALSE
"SCN7A","up","1",FALSE
"GINS4","up","1",FALSE
"TSPO","up","3",FALSE
"TMEM200B","up","1",FALSE
"LASP1","up","3",FALSE
"PTP4A2","up","3",FALSE
"TMEM273","up","2",FALSE
"ALKBH3","up","15",FALSE
"RNF39","up","3",FALSE
"ITPKC","up","5",FALSE
"HSPA14","up","9",FALSE
"ZFP69","up","6",FALSE
"PSTPIP1","up","4",FALSE
"COL3A1","up","1",FALSE
"PTDSS1","up","2",FALSE
"NLGN2","up","1",FALSE
"SPAG5","up","7",FALSE
"LOC101100621","up","4",FALSE
"CLEC4E","up","2",FALSE
"GMPPB","up","9",FALSE
"TPBG","up","3",FALSE
"EPOP","up","6",FALSE
"GJB4","up","7",FALSE
"MMP12","up","4",FALSE
"SYNGR2","up","6",FALSE
"LOC111558969","up","4",FALSE
"HECTD2","up","11",FALSE
"MINPP1","up","14",FALSE
"TASL","up","2",FALSE
"EHD2","up","1",FALSE
"CD6","up","2",FALSE
"CASP4","up","4",FALSE
"DDIT3","up","15",FALSE
"S100A6","up","3",FALSE
"GADD45G","up","8",FALSE
"ZMYND15","up","5",FALSE
"LOC111557369","up","2",FALSE
"RPS6KL1","up","7",FALSE
"LIG1","up","3",FALSE
"JDP2","up","1",FALSE
"LSP1","up","4",FALSE
"ADGRE5","up","3",FALSE
"PHETA2","up","1",FALSE
"ITPRIPL2","up","1",FALSE
"CASTOR1","up","9",FALSE
"TCF19","up","7",FALSE
"TREML2","up","2",FALSE
"CAPN10","up","15",FALSE
"CMTR1","up","12",FALSE
"LTV1","up","9",FALSE
"GGT7","up","1",FALSE
"NME1","up","2",FALSE
"NOL3","up","3",FALSE
"LPAR5","up","3",FALSE
"PSMB8","up","4",FALSE
"PNMA1","up","3",FALSE
"IFIT5","up","8",FALSE
"LOC101097072","up","3",FALSE
"HCLS1","up","2",FALSE
"BIRC2","up","13",FALSE
"ABCA10","up","4",FALSE
"MYO9B","up","4",FALSE
"MYCBP2","up","1",FALSE
"TGM2","up","9",FALSE
"LOC101083623","up","7",FALSE
"BCOR","up","1",FALSE
"LGI4","up","1",FALSE
"LOC111561763","up","1",FALSE
"NKAIN1","up","3",FALSE
"LOC101097117","up","1",FALSE
"CHRNB1","up","5",FALSE
"ZC3H12D","up","2",FALSE
"FOLR2","up","4",FALSE
"MARCHF1","up","2",FALSE
"RBPJL","up","5",FALSE
"B4GALT4","up","1",FALSE
"DDX39A","up","3",FALSE
"CHPF2","up","7",FALSE
"ST3GAL1","up","10",FALSE
"IL33","up","1",FALSE
"S100A10","up","4",FALSE
"FCMR","up","2",FALSE
"LOC101096719","up","4",FALSE
"CSF2RB","up","4",FALSE
"ZSWIM4","up","1",FALSE
"SAPCD2","up","7",FALSE
"PDLIM4","up","3",FALSE
"VCL","up","14",FALSE
"LOC123380411","up","5",FALSE
"LOC101101321","up","3",FALSE
"DSE","up","1",FALSE
"CC1H1orf216","up","4",FALSE
"GCNT3","up","5",FALSE
"LOC101086599","up","2",FALSE
"GJA5","up","10",FALSE
"SMIM29","up","3",FALSE
"REM1","up","13",FALSE
"SEPTIN10","up","14",FALSE
"FAP","up","1",FALSE
"CCR2","up","2",FALSE
"MX1","up","17",FALSE
"MAFF","up","12",FALSE
"RNF166","up","2",FALSE
"MAPK3","up","10",FALSE
"RHBDF2","up","4",FALSE
"IFI16","up","4",FALSE
"MTHFD1L","up","3",FALSE
"FMO2","up","14",FALSE
"ISG15","up","17",FALSE
"ZFP90","up","11",FALSE
"SLC34A2","up","5",FALSE
"LOC101081885","up","5",FALSE
"PLET1","up","4",FALSE
"CHST10","up","3",FALSE
"SPECC1L","up","14",FALSE
"SYK","up","2",FALSE
"ARPC5L","up","6",FALSE
"GLB1","up","9",FALSE
"RAB8A","up","6",FALSE
"CENPA","up","7",FALSE
"LOC101090615","up","4",FALSE
"KCNMA1","up","9",FALSE
"ADAM15","up","6",FALSE
"PANX1","up","12",FALSE
"PROCR","up","1",FALSE
"LRRC32","up","1",FALSE
"TNC","up","1",FALSE
"OSBP2","up","8",FALSE
"NDUFA4L2","up","2",FALSE
"CREB3L2","up","2",FALSE
"LOC101091023","up","3",FALSE
"CCNL1","up","13",FALSE
"IRAG1","up","1",FALSE
"TPST1","up","1",FALSE
"CEMIP","up","4",FALSE
"NOD2","up","3",FALSE
"DUSP2","up","2",FALSE
"LMCD1","up","1",FALSE
"SERTAD4","up","7",FALSE
"LOC123384086","up","2",FALSE
"MCOLN2","up","2",FALSE
"CACNA1E","up","3",FALSE
"IL1RAP","up","11",FALSE
"LOC101082144","up","5",FALSE
"NRCAM","up","16",FALSE
"CELF2","up","2",FALSE
"E2F2","up","7",FALSE
"AP1S2","up","1",FALSE
"SLAMF6","up","2",FALSE
"PTPRC","up","2",FALSE
"DTL","up","7",FALSE
"ADIRF","up","6",FALSE
"TBX1","up","13",FALSE
"SRC","up","5",FALSE
"P2RY6","up","4",FALSE
"ISG20L2","up","6",FALSE
"FMNL1","up","2",FALSE
"IRF8","up","2",FALSE
"ATAD2","up","11",FALSE
"TUBA1A","up","6",FALSE
"AGR2","up","3",FALSE
"GNB5","up","13",FALSE
"PPIE","up","3",FALSE
"ESPL1","up","7",FALSE
"SPI1","up","4",FALSE
"UBE2D2","up","13",FALSE
"SAE1","up","3",FALSE
"RPIA","up","3",FALSE
"PTGDS","up","4",FALSE
"TSHZ2","up","6",FALSE
"TMEM59L","up","3",FALSE
"MCMBP","up","13",FALSE
"RBM3","up","8",FALSE
"VWA5A","up","17",FALSE
"COL6A2","up","1",FALSE
"FST","up","13",FALSE
"METTL13","up","7",FALSE
"PDE4B","up","13",FALSE
"HFE","up","1",FALSE
"COLGALT1","up","3",FALSE
"ZBTB42","up","5",FALSE
"PLK3","up","6",FALSE
"PIMREG","up","7",FALSE
"TAP2","up","4",FALSE
"LOC101098301","up","7",FALSE
"GRM2","up","15",FALSE
"PNMT","up","2",FALSE
"IL10RB","up","3",FALSE
"FNDC1","up","3",FALSE
"USP39","up","9",FALSE
"NXNL2","up","2",FALSE
"TMEM39A","up","1",FALSE
"SERTAD1","up","6",FALSE
"A2M","up","4",FALSE
"AGAP2","up","4",FALSE
"MASP1","up","10",FALSE
"CFAP54","up","16",FALSE
"CD3E","up","4",FALSE
"FERMT3","up","2",FALSE
"MOSPD2","up","8",FALSE
"LOC123385051","up","5",FALSE
"PSPC1","up","6",FALSE
"MYLIP","up","3",FALSE
"PLEK","up","4",FALSE
"JPT1","up","3",FALSE
"LOC111560874","up","2",FALSE
"MICALL2","up","3",FALSE
"CD1D","up","4",FALSE
"ASPM","up","11",FALSE
"LOC101082993","up","11",FALSE
"NCKAP1L","up","2",FALSE
"FIBIN","up","8",FALSE
"DAW1","up","5",FALSE
"SPN","up","4",FALSE
"KIF2C","up","7",FALSE
"PEA15","up","1",FALSE
"PPP3CC","up","13",FALSE
"CENPM","up","7",FALSE
"ZNF550","up","1",FALSE
"FAM102B","up","2",FALSE
"SLC9A5","up","3",FALSE
"CLEC2D","up","2",FALSE
"FOXL1","up","13",FALSE
"MIDEAS","up","11",FALSE
"GPSM1","up","1",FALSE
"LAT2","up","2",FALSE
"SPEG","up","3",FALSE
"AURKB","up","7",FALSE
"SLC1A4","up","4",FALSE
"IER5L","up","6",FALSE
"LUZP1","up","14",FALSE
"MS4A1","up","2",FALSE
"LOC101085539","up","4",FALSE
"PDGFRA","up","1",FALSE
"LOC102901658","up","18",FALSE
"LOC101082866","up","2",FALSE
"PRF1","up","2",FALSE
"KLHL26","up","6",FALSE
"ST14","up","5",FALSE
"HHAT","up","8",FALSE
"MYO1C","up","3",FALSE
"CAPG","up","3",FALSE
"MARCKSL1","up","3",FALSE
"JCHAIN","up","2",FALSE
"NOS3","up","10",FALSE
"FGF22","up","3",FALSE
"MPZL1","up","1",FALSE
"VEZT","up","14",FALSE
"NOM1","up","14",FALSE
"SPRED3","up","12",FALSE
"RASA3","up","4",FALSE
"ATP1B3","up","9",FALSE
"CILP","up","13",FALSE
"HDGFL3","up","1",FALSE
"LOC101100766","up","4",FALSE
"TRIO","up","8",FALSE
"FKBP5","up","8",FALSE
"NOTCH2","up","1",FALSE
"TBC1D2B","up","1",FALSE
"KCNJ14","up","1",FALSE
"IRAG2","up","2",FALSE
"SDK1","up","10",FALSE
"PLD4","up","2",FALSE
"EMILIN1","up","1",FALSE
"AGPAT4","up","3",FALSE
"ATF3","up","16",FALSE
"SIM2","up","5",FALSE
"LOC105260551","up","4",FALSE
"EBI3","up","4",FALSE
"ARHGAP30","up","2",FALSE
"TIMD4","up","4",FALSE
"BSN","up","5",FALSE
"ATP9A","up","7",FALSE
"POU2F2","up","2",FALSE
"CD68","up","4",FALSE
"WDR62","up","7",FALSE
"DCLRE1C","up","2",FALSE
"CRIP2","up","15",FALSE
"CDCA8","up","7",FALSE
"SULT2B1","up","10",FALSE
"CD300LF","up","4",FALSE
"BHLHA15","up","2",FALSE
"GPR132","up","7",FALSE
"ZNF41","up","13",FALSE
"B4GALT5","up","16",FALSE
"VSIR","up","3",FALSE
"TTC9C","up","6",FALSE
"GEMIN6","up","9",FALSE
"MIS12","up","6",FALSE
"GGTA1","up","4",FALSE
"SAMD4A","up","1",FALSE
"FCRL5","up","2",FALSE
"LOC101086846","up","2",FALSE
"HIVEP3","up","4",FALSE
"SMC5","up","11",FALSE
"IKZF1","up","2",FALSE
"GXYLT2","up","11",FALSE
"KCNK6","up","1",FALSE
"CD28","up","3",FALSE
"DOK5","up","5",FALSE
"IFI35","up","3",FALSE
"LPCAT2","up","2",FALSE
"LOC109496912","up","6",FALSE
"LOC101082108","up","4",FALSE
"KLHL36","up","6",FALSE
"SEMA4F","up","4",FALSE
"MCTP1","up","11",FALSE
"NECTIN4","up","18",FALSE
"BICD2","up","1",FALSE
"STAT6","up","4",FALSE
"TXNDC5","up","2",FALSE
"GRK5","up","1",FALSE
"MMP24","up","1",FALSE
"S1PR4","up","2",FALSE
"TGFB1","up","1",FALSE
"IRF1","up","3",FALSE
"STX11","up","2",FALSE
"SMIM6","up","7",FALSE
"NOP58","up","15",FALSE
"LOC101097085","up","4",FALSE
"DPYSL4","up","18",FALSE
"LOC102901560","up","15",FALSE
"CD2","up","4",FALSE
"ELL","up","4",FALSE
"MAGED1","up","1",FALSE
"SETBP1","up","11",FALSE
"ARRB2","up","4",FALSE
"ADGRB1","up","15",FALSE
"PDZRN3","up","1",FALSE
"THBD","up","7",FALSE
"LTBP3","up","3",FALSE
"ZBTB16","up","8",FALSE
"MKX","up","1",FALSE
"BSPRY","up","8",FALSE
"KIFC1","up","7",FALSE
"BCL11B","up","2",FALSE
"LOC101090324","up","4",FALSE
"SMAP2","up","2",FALSE
"DUSP4","up","12",FALSE
"LITAF","up","3",FALSE
"IER3","up","8",FALSE
"SH2D1A","up","2",FALSE
"PLAGL1","up","1",FALSE
"TMEM132E","up","7",FALSE
"CXCR3","up","2",FALSE
"COLEC12","up","1",FALSE
"LOC101091772","up","4",FALSE
"ST6GAL1","up","7",FALSE
"B3GNT9","up","1",FALSE
"KCNAB3","up","3",FALSE
"NLE1","up","3",FALSE
"GARS1","up","9",FALSE
"OAS2","up","17",FALSE
"ARHGAP6","up","10",FALSE
"HARS1","up","9",FALSE
"TRMT1","up","3",FALSE
"MAP6","up","15",FALSE
"PTGFRN","up","5",FALSE
"CDCA7","up","4",FALSE
"SEMA3C","up","14",FALSE
"CD37","up","2",FALSE
"SEMA4A","up","2",FALSE
"CRY1","up","8",FALSE
"LOC102900682","up","2",FALSE
"PML","up","4",FALSE
"CCDC120","up","3",FALSE
"ESYT1","up","3",FALSE
"ZC3H12A","up","12",FALSE
"GPN2","up","6",FALSE
"CFLAR","up","8",FALSE
"ZNF350","up","4",FALSE
"KCTD17","up","4",FALSE
"CAND2","up","6",FALSE
"GIMAP8","up","2",FALSE
"PLPPR2","up","3",FALSE
"CD5","up","2",FALSE
"IGF1","up","11",FALSE
"CDC42EP5","up","3",FALSE
"ADCY3","up","2",FALSE
"ATP13A2","up","6",FALSE
"COL6A1","up","1",FALSE
"PGF","up","3",FALSE
"CFAP92","up","3",FALSE
"AKNA","up","2",FALSE
"HELZ2","up","17",FALSE
"VIPR1","up","16",FALSE
"NUCB2","up","1",FALSE
"LRRN4","up","7",FALSE
"GZMK","up","2",FALSE
"SRPK3","up","3",FALSE
"KLHL29","up","1",FALSE
"PTPN22","up","2",FALSE
"GAL3ST4","up","1",FALSE
"SNPH","up","3",FALSE
"SMIM22","up","5",FALSE
"GIMAP2","up","2",FALSE
"CEP20","up","1",FALSE
"CXCL8","up","13",FALSE
"SURF6","up","6",FALSE
"ARHGDIA","up","15",FALSE
"IFIT2","up","17",FALSE
"ANKLE2","up","14",FALSE
"ZCCHC2","up","11",FALSE
"DHRS7B","up","3",FALSE
"ABI3","up","3",FALSE
"LOC102899273","up","8",FALSE
"DGKA","up","2",FALSE
"NCAPH","up","7",FALSE
"CDK5RAP3","up","15",FALSE
"GNA15","up","4",FALSE
"RAD54L","up","7",FALSE
"EML4","up","2",FALSE
"GSDMD","up","2",FALSE
"LOC101090473","up","2",FALSE
"IL34","up","3",FALSE
"CSF3R","up","2",FALSE
"ARHGAP11A","up","7",FALSE
"RNF31","up","4",FALSE
"PRDX4","up","2",FALSE
"P2RX5","up","3",FALSE
"CAST","up","7",FALSE
"PTGS1","up","3",FALSE
"GMIP","up","2",FALSE
"CNOT9","up","3",FALSE
"CHPF","up","3",FALSE
"CHFR","up","3",FALSE
"KCNE3","up","4",FALSE
"STK19","up","6",FALSE
"TPM2","up","1",FALSE
"RGS18","up","17",FALSE
"ARHGAP36","up","8",FALSE
"CCDC187","up","2",FALSE
"UBE2S","up","6",FALSE
"IKBKG","up","10",FALSE
"BCAN","up","2",FALSE
"RYR3","up","16",FALSE
"RHBDD2","up","3",FALSE
"HK2","up","13",FALSE
"LOC101082109","up","8",FALSE
"NIFK","up","9",FALSE
"CTSO","up","11",FALSE
"CD7","up","2",FALSE
"BTBD19","up","6",FALSE
"LOC105261172","up","2",FALSE
"ZBTB2","up","1",FALSE
"CF1H1orf112","up","4",FALSE
"STING1","up","17",FALSE
"BAK1","up","3",FALSE
"ATP2B4","up","7",FALSE
"SETD1B","up","4",FALSE
"STXBP5L","up","5",FALSE
"GADD45B","up","12",FALSE
"RELA","up","3",FALSE
"CD3G","up","2",FALSE
"JAK1","up","12",FALSE
"PTGIR","up","9",FALSE
"MDC1","up","1",FALSE
"FURIN","up","5",FALSE
"UBASH3A","up","2",FALSE
"INAVA","up","16",FALSE
"NAV1","up","1",FALSE
"NAB2","up","1",FALSE
"RELL1","up","10",FALSE
"EFS","up","1",FALSE
"PKD1","up","3",FALSE
"WDR3","up","12",FALSE
"CDC45","up","3",FALSE
"PIK3CD","up","2",FALSE
"RGS1","up","13",FALSE
"DNAJC18","up","1",FALSE
"LOC101092254","up","2",FALSE
"LPAR6","up","1",FALSE
"ASF1B","up","6",FALSE
"VWF","up","13",FALSE
"ACTA2","up","9",FALSE
"PIK3AP1","up","2",FALSE
"LOC111560087","up","3",FALSE
"MYO3B","up","1",FALSE
"S100A4","up","4",FALSE
"KNL1","up","11",FALSE
"IRF2BPL","up","10",FALSE
"TCIRG1","up","3",FALSE
"RNASEH2B","up","6",FALSE
"TMEM123","up","2",FALSE
"SPARC","up","1",FALSE
"BZW2","up","15",FALSE
"CA2H19orf38","up","3",FALSE
"LOC101096707","up","3",FALSE
"KLC2","up","15",FALSE
"MAN1C1","up","1",FALSE
"KRT5","up","2",FALSE
"CCDC69","up","2",FALSE
"RAB6B","up","5",FALSE
"GIMAP5","up","2",FALSE
"ADORA2B","up","2",FALSE
"LOC102900594","up","1",FALSE
"CLEC7A","up","4",FALSE
"GASK1A","up","7",FALSE
"IL12RB1","up","2",FALSE
"POLE","up","7",FALSE
"CD1H11orf24","up","2",FALSE
"SEPTIN8","up","1",FALSE
"CORO1A","up","2",FALSE
"MSC","up","4",FALSE
"DIMT1","up","14",FALSE
"LOC111558023","up","8",FALSE
"SLC66A3","up","4",FALSE
"ADORA3","up","4",FALSE
"FBLN7","up","7",FALSE
"ABCA1","up","14",FALSE
"SLAMF7","up","2",FALSE
"ATF4","up","6",FALSE
"LOC105260059","up","11",FALSE
"BIN2","up","2",FALSE
"LOC102901250","up","2",FALSE
"LRP3","up","3",FALSE
"SBSN","up","4",FALSE
"PRXL2C","up","1",FALSE
"HPS6","up","5",FALSE
"DOCK2","up","2",FALSE
"STOML1","up","6",FALSE
"ELANE","up","2",FALSE
"LY86","up","2",FALSE
"CLEC4D","up","4",FALSE
"SH3KBP1","up","4",FALSE
"POLD1","up","3",FALSE
"AGFG2","up","6",FALSE
"PDXK","up","8",FALSE
"LLGL1","up","3",FALSE
"MLXIP","up","14",FALSE
"CENPO","up","3",FALSE
"RASL11B","up","1",FALSE
"CACNG4","up","5",FALSE
"MAP3K15","up","16",FALSE
"NFIX","up","3",FALSE
"CDC42SE1","up","13",FALSE
"PSME2","up","3",FALSE
"CCR10","up","2",FALSE
"LOC111557813","up","1",FALSE
"EIF4G3","up","11",FALSE
"SLC2A10","up","1",FALSE
"NPR2","up","1",FALSE
"CD160","up","2",FALSE
"LBR","up","2",FALSE
"ZNF300","up","1",FALSE
"LOC123383933","up","13",FALSE
"CORO2A","up","18",FALSE
"PRAF2","up","1",FALSE
"TTC13","up","13",FALSE
"LOXL1","up","1",FALSE
"IER5","up","4",FALSE
"PBDC1","up","9",FALSE
"TRIM47","up","15",FALSE
"CLIP3","up","1",FALSE
"TMEM129","up","6",FALSE
"LOC123384088","up","2",FALSE
"LOC123382131","up","3",FALSE
"KLF16","up","6",FALSE
"CXCR4","up","2",FALSE
"LOC101080774","up","17",FALSE
"MMP9","up","2",FALSE
"SH3BP4","up","5",FALSE
"CCL5","up","2",FALSE
"PLEKHF2","up","11",FALSE
"ZUP1","up","2",FALSE
"TXNDC11","up","6",FALSE
"RIMS4","up","12",FALSE
"GPR182","up","9",FALSE
"BTG1","up","3",FALSE
"TNFAIP8L2","up","4",FALSE
"UNC93B1","up","4",FALSE
"ARHGAP9","up","2",FALSE
"TADA2A","up","18",FALSE
"SLC26A10","up","3",FALSE
"SHISA8","up","2",FALSE
"FXYD1","up","1",FALSE
"MRTFA","up","4",FALSE
"SLC25A28","up","15",FALSE
"SHROOM1","up","8",FALSE
"CDCA4","up","3",FALSE
"CFTR","up","16",FALSE
"MARVELD1","up","1",FALSE
"LCK","up","2",FALSE
"RIPK1","up","7",FALSE
"RNF24","up","10",FALSE
"CRYAB","up","5",FALSE
"SPRYD3","up","6",FALSE
"CACNB3","up","3",FALSE
"TSPAN32","up","3",FALSE
"HSF4","up","3",FALSE
"MCM8","up","5",FALSE
"NPDC1","up","6",FALSE
"HELLS","up","13",FALSE
"CLDN15","up","9",FALSE
"LOC101094376","up","17",FALSE
"DNAH9","up","5",FALSE
"LOC101093345","up","3",FALSE
"ALS2CL","up","7",FALSE
"KIF15","up","7",FALSE
"FAM214B","up","7",FALSE
"HECTD3","up","15",FALSE
"TBC1D10B","up","3",FALSE
"DEPTOR","up","8",FALSE
"CLIC2","up","1",FALSE
"POLR1G","up","8",FALSE
"IKZF3","up","2",FALSE
"LOC101088996","up","2",FALSE
"GATA6","up","1",FALSE
"CARD11","up","2",FALSE
"IRX1","up","5",FALSE
"GRAP2","up","2",FALSE
"CGAS","up","17",FALSE
"LOC123378922","up","3",FALSE
"RHOU","up","5",FALSE
"SEMA7A","up","4",FALSE
"RBM20","up","7",FALSE
"HS3ST1","up","3",FALSE
"PPP1R9B","up","4",FALSE
"DBF4","up","2",FALSE
"CPT1C","up","3",FALSE
"RCC2","up","4",FALSE
"RHOH","up","2",FALSE
"MATN2","up","1",FALSE
"TRAM2","up","4",FALSE
"ROBO2","up","11",FALSE
"BCL2L12","up","3",FALSE
"NOL9","up","12",FALSE
"BAX","up","3",FALSE
"PLCH1","up","16",FALSE
"ADAR","up","6",FALSE
"SLC25A38","up","6",FALSE
"CAV2","up","16",FALSE
"NECTIN1","up","7",FALSE
"NSG1","up","12",FALSE
"WASF2","up","14",FALSE
"CDCA5","up","7",FALSE
"CEP112","up","3",FALSE
"GRAP","up","2",FALSE
"ANGPTL2","up","1",FALSE
"LOC123382218","up","4",FALSE
"CDC7","up","11",FALSE
"SEMA5A","up","14",FALSE
"PPP4R1","up","14",FALSE
"RASA2","up","11",FALSE
"HCST","up","2",FALSE
"RIOX1","up","18",FALSE
"ADAMTS16","up","12",FALSE
"PARVG","up","2",FALSE
"FMOD","up","1",FALSE
"CSNK1D","up","15",FALSE
"BEND6","up","1",FALSE
"GCH1","up","9",FALSE
"TRIM38","up","1",FALSE
"ADGRG5","up","2",FALSE
"BMP6","up","10",FALSE
"EOMES","up","2",FALSE
"SCARB1","up","6",FALSE
"TEPSIN","up","3",FALSE
"ADGRE2","up","1",FALSE
"KREMEN1","up","15",FALSE
"C2CD2","up","6",FALSE
"AMIGO3","up","5",FALSE
"AQP9","up","4",FALSE
"PDGFA","up","5",FALSE
"RNF41","up","13",FALSE
"PATL1","up","13",FALSE
"RASAL3","up","2",FALSE
"MSN","up","1",FALSE
"DOK2","up","4",FALSE
"ENKUR","up","16",FALSE
"MXRA8","up","1",FALSE
"PSME4","up","8",FALSE
"CD209","up","17",FALSE
"GNE","up","6",FALSE
"FCRLA","up","2",FALSE
"AKAP13","up","14",FALSE
"DOP1B","up","10",FALSE
"CFAP77","up","16",FALSE
"ZNF687","up","7",FALSE
"FLOT1","up","3",FALSE
"HIVEP2","up","11",FALSE
